level,name,mean,std,min,max,num_trials,hardware,device,source_file
level2,76_Gemm_Add_ReLU.py,0.11,0.0497,0.0536,0.516,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py,1.88,0.0571,1.84,2.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,78_ConvTranspose3d_Max_Max_Sum.py,3.37,0.0714,3.33,3.73,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py,1.2,0.0451,1.18,1.54,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,80_Gemm_Max_Subtract_GELU.py,0.098,0.0193,0.0734,0.236,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py,0.112,0.0205,0.0831,0.218,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,82_Conv2d_Tanh_Scaling_BiasAdd_Max.py,0.102,0.0173,0.0806,0.174,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,83_Conv3d_GroupNorm_Min_Clamp_Dropout.py,1.13,0.00566,1.12,1.14,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,84_Gemm_BatchNorm_Scaling_Softmax.py,0.125,0.0209,0.0846,0.267,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py,0.129,0.0234,0.105,0.301,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,86_Matmul_Divide_GELU.py,0.0611,0.015,0.042,0.124,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,87_Conv2d_Subtract_Subtract_Mish.py,0.0836,0.0197,0.0564,0.162,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,88_Gemm_GroupNorm_Swish_Multiply_Swish.py,0.129,0.0174,0.107,0.197,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py,12.8,0.374,12.4,13.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py,1.08,0.0336,1.04,1.36,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py,0.291,0.0281,0.275,0.501,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py,0.234,0.0326,0.189,0.34,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,93_ConvTranspose2d_Add_Min_GELU_Multiply.py,0.517,0.0297,0.477,0.747,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py,0.126,0.0295,0.089,0.244,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py,0.114,0.0242,0.0728,0.228,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py,13.8,0.437,13.4,15.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py,0.201,0.0353,0.132,0.303,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,98_Matmul_AvgPool_GELU_Scale_Max.py,0.158,0.0251,0.102,0.252,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,99_Matmul_GELU_Softmax.py,0.12,0.0208,0.0724,0.21,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level2,100_ConvTranspose3d_Clamp_Min_Divide.py,1.8,0.0159,1.79,1.92,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,1_MLP.py,0.0919,0.0552,0.0637,0.589,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,2_ShallowWideMLP.py,0.102,0.0208,0.0776,0.218,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,3_DeepNarrowMLP.py,0.235,0.0369,0.183,0.453,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,4_LeNet5.py,0.213,0.0353,0.171,0.408,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,5_AlexNet.py,0.965,0.0325,0.941,1.24,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,6_GoogleNetInceptionModule.py,14.8,0.174,14.4,15.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,7_GoogleNetInceptionV1.py,3.08,1.54,2.54,11.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,8_ResNetBasicBlock.py,2.54,0.0569,2.51,2.85,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,9_ResNet18.py,1.97,0.154,1.83,2.85,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,10_ResNet101.py,11.1,2.45,9.25,23.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,11_VGG16.py,6.42,0.122,6.27,6.95,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,12_VGG19.py,7.68,0.131,7.52,8.44,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,13_DenseNet121TransitionLayer.py,0.548,0.01,0.53,0.597,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,14_DenseNet121DenseBlock.py,12.5,0.165,12.3,13.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,15_DenseNet121.py,8.0,1.04,7.03,11.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,16_DenseNet201.py,15.8,1.94,14.6,31.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,17_SqueezeNetFireModule.py,1.41,0.0563,1.37,1.68,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,18_SqueezeNet.py,1.48,0.133,1.33,2.18,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,19_MobileNetV1.py,2.05,0.172,1.88,2.53,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,20_MobileNetV2.py,4.51,1.11,3.53,6.91,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,21_EfficientNetMBConv.py,9.93,0.118,9.8,10.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,22_EfficientNetB0.py,3.39,0.464,2.91,5.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,23_EfficientNetB1.py,1.73,0.154,1.59,2.84,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,24_EfficientNetB2.py,1.77,0.0897,1.62,2.26,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,25_ShuffleNetUnit.py,14.4,0.155,14.2,14.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,26_ShuffleNet.py,11.9,0.387,11.4,13.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,27_RegNet.py,3.37,0.085,3.32,3.83,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,28_VisionTransformer.py,2.19,0.321,1.97,4.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,29_SwinMLP.py,7.5,0.626,6.94,9.83,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,30_SwinTransformerV2.py,13.8,1.4,12.5,18.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,31_VisionAttention.py,1630.0,22.8,1580.0,1680.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,32_ConvolutionalVisionTransformer.py,2.32,0.496,1.98,3.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,33_VanillaRNN.py,0.148,0.0203,0.121,0.232,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,34_VanillaRNNHidden.py,0.084,0.0515,0.0608,0.556,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,35_LTSM.py,60.3,2.33,57.5,75.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,36_LTSMHn.py,60.0,2.39,55.2,77.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,37_LTSMCn.py,60.2,5.96,56.1,107.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,38_LTSMBidirectional.py,91.9,9.84,84.7,150.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,39_GRU.py,80.3,6.5,73.5,110.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,40_GRUHidden.py,82.8,13.1,76.3,179.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,41_GRUBirectional.py,135.0,9.8,127.0,203.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,42_GRUBidirectionalHidden.py,133.0,12.3,125.0,208.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,43_MinGPTCausalAttention.py,24.1,0.324,23.6,25.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,44_MiniGPTBlock.py,62.5,0.626,61.5,65.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,45_UNetSoftmax.py,7.91,0.168,7.66,8.48,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,46_NetVladWithGhostClusters.py,0.316,0.0262,0.276,0.401,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,47_NetVladNoGhostClusters.py,0.335,0.0757,0.283,0.826,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,48_Mamba2ReturnY.py,0.775,0.0864,0.708,1.44,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,49_Mamba2ReturnFinalState.py,0.65,0.0472,0.597,0.916,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level3,50_ReLUSelfAttention.py,10.1,1.72,9.31,15.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch.json
level1,1_Square_matrix_multiplication_.py,1.09,3.09,0.317,21.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,2_Standard_matrix_multiplication_.py,0.471,0.127,0.412,0.891,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,3_Batched_matrix_multiplication.py,0.434,0.158,0.251,1.02,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,4_Matrix_vector_multiplication_.py,0.46,0.148,0.283,1.16,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,5_Matrix_scalar_multiplication.py,1.1,0.383,0.697,1.96,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,6_Matmul_with_large_K_dimension_.py,1.55,0.31,1.2,2.66,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,7_Matmul_with_small_K_dimension_.py,1.03,0.355,0.685,2.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,8_Matmul_with_irregular_shapes_.py,6.3,0.287,5.74,7.13,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,9_Tall_skinny_matrix_multiplication_.py,1.16,0.359,0.667,1.83,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,10_3D_tensor_matrix_multiplication.py,1.31,0.234,1.02,2.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,11_4D_tensor_matrix_multiplication.py,26.2,0.783,23.4,28.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,12_Matmul_with_diagonal_matrices_.py,2.85,0.262,2.38,3.59,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,13_Matmul_for_symmetric_matrices.py,3.2,0.268,2.7,3.92,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,14_Matmul_for_upper_triangular_matrices.py,3.0,0.29,2.39,3.64,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,15_Matmul_for_lower_triangular_matrices.py,3.08,0.274,2.41,3.71,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,16_Matmul_with_transposed_A.py,0.443,0.114,0.391,1.03,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,17_Matmul_with_transposed_B.py,0.515,0.135,0.441,0.954,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,18_Matmul_with_transposed_both.py,0.477,0.14,0.379,1.03,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,19_ReLU.py,0.1,0.0777,0.0166,0.442,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,20_LeakyReLU.py,0.13,0.0987,0.0149,0.569,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,21_Sigmoid.py,0.113,0.0903,0.0169,0.475,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,22_Tanh.py,0.103,0.0781,0.0167,0.437,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,23_Softmax.py,0.109,0.0885,0.0189,0.442,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,24_LogSoftmax.py,0.119,0.0858,0.0184,0.351,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,25_Swish.py,0.102,0.0777,0.0171,0.469,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,26_GELU_.py,0.112,0.0746,0.0172,0.341,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,27_SELU_.py,0.11,0.085,0.0154,0.411,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,28_HardSigmoid.py,0.114,0.0881,0.0165,0.483,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,29_Softplus.py,0.102,0.0794,0.0167,0.447,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,30_Softsign.py,0.112,0.0876,0.0194,0.469,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,31_ELU.py,0.108,0.0762,0.0159,0.312,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,32_HardTanh.py,0.124,0.0882,0.0165,0.368,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,33_BatchNorm.py,2.25,0.766,1.48,3.48,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,34_InstanceNorm.py,1.25,0.508,0.902,2.71,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,35_GroupNorm_.py,1.89,0.594,1.06,3.14,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,36_RMSNorm_.py,2.41,0.873,1.2,3.65,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,37_FrobeniusNorm_.py,2.12,6.53,0.851,41.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,38_L1Norm_.py,0.181,0.135,0.026,0.623,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,39_L2Norm_.py,0.115,0.0872,0.0186,0.473,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,40_LayerNorm.py,9.56,1.17,8.34,13.4,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,41_Max_Pooling_1D.py,0.106,0.0854,0.0159,0.499,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,42_Max_Pooling_2D.py,0.154,0.0942,0.0573,0.436,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,43_Max_Pooling_3D.py,1.79,5.37,1.14,55.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,44_Average_Pooling_1D.py,0.117,0.0952,0.015,0.525,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,45_Average_Pooling_2D.py,1.14,0.187,0.544,1.67,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,46_Average_Pooling_3D.py,2.02,0.865,1.12,3.34,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,47_Sum_reduction_over_a_dimension.py,0.135,0.0893,0.0212,0.429,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,48_Mean_reduction_over_a_dimension.py,0.114,0.0943,0.0214,0.512,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,49_Max_reduction_over_a_dimension.py,0.125,0.0959,0.0272,0.447,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,50_Product_reduction_over_a_dimension.py,0.113,0.0922,0.0208,0.471,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,51_Argmax_over_a_dimension.py,0.125,0.0889,0.0274,0.518,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,52_Argmin_over_a_dimension.py,0.136,0.0978,0.0262,0.429,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,53_Min_reduction_over_a_dimension.py,0.123,0.088,0.0289,0.471,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,54_conv_standard_3D__square_input__square_kernel.py,3.23,0.84,2.48,5.83,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,55_conv_standard_2D__asymmetric_input__square_kernel.py,0.331,0.136,0.218,0.821,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py,0.33,0.161,0.212,0.967,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,57_conv_transposed_2D__square_input__square_kernel.py,0.405,0.159,0.246,0.883,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py,9.28,0.455,8.46,10.9,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,59_conv_standard_3D__asymmetric_input__square_kernel.py,7.97,0.234,7.34,8.69,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,60_conv_standard_3D__square_input__asymmetric_kernel.py,4.18,0.467,3.76,6.74,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,61_conv_transposed_3D__square_input__square_kernel.py,0.473,0.131,0.404,0.879,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,62_conv_standard_2D__square_input__asymmetric_kernel.py,0.51,0.151,0.417,1.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,63_conv_standard_2D__square_input__square_kernel.py,0.496,0.149,0.428,1.12,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,64_conv_transposed_1D.py,0.123,0.0827,0.022,0.352,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,65_conv_transposed_2D__square_input__asymmetric_kernel.py,0.423,0.124,0.309,0.882,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py,17.9,0.478,17.1,20.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,67_conv_standard_1D.py,0.135,0.139,0.018,0.759,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,68_conv_transposed_3D__square_input__asymmetric_kernel.py,38.1,1.25,36.2,42.5,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py,0.131,0.0998,0.0306,0.47,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,70_conv_transposed_3D__asymmetric_input__square_kernel.py,2.26,0.425,1.78,3.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,71_conv_transposed_2D__asymmetric_input__square_kernel.py,0.977,0.167,0.869,1.43,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_.py,32.9,1.19,31.3,39.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py,5.55,0.456,4.27,7.95,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,74_conv_transposed_1D_dilated.py,0.142,0.106,0.0229,0.491,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__.py,8.75,0.723,7.77,11.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,76_conv_standard_1D_dilated_strided__.py,0.126,0.0854,0.01,0.418,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py,6.97,0.596,6.1,9.04,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py,1.07,0.171,0.961,1.59,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py,0.14,0.102,0.0227,0.458,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py,0.505,0.144,0.416,1.06,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py,3.04,0.767,1.94,4.41,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,82_conv_depthwise_2D_square_input_square_kernel.py,0.173,0.118,0.0393,0.652,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,83_conv_depthwise_2D_square_input_asymmetric_kernel.py,0.148,0.109,0.0495,0.586,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,84_conv_depthwise_2D_asymmetric_input_square_kernel.py,0.148,0.106,0.0267,0.593,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py,0.137,0.0888,0.035,0.511,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,86_conv_depthwise_separable_2D.py,0.469,0.16,0.336,1.04,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,87_conv_pointwise_2D.py,0.352,0.152,0.211,0.868,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,88_MinGPTNewGelu.py,0.183,0.116,0.0755,0.765,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,89_cumsum.py,0.14,0.0864,0.031,0.439,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,90_cumprod.py,0.199,0.162,0.0343,0.687,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,91_cumsum_reverse.py,0.125,0.0953,0.0352,0.518,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,92_cumsum_exclusive.py,0.144,0.0919,0.035,0.438,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,93_masked_cumsum.py,0.128,0.091,0.0287,0.406,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,94_MSELoss.py,0.141,0.1,0.0225,0.486,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,95_CrossEntropyLoss.py,0.18,0.099,0.0531,0.479,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,96_HuberLoss.py,0.14,0.0967,0.0227,0.414,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,97_CosineSimilarityLoss.py,0.158,0.0897,0.0462,0.579,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
level1,98_KLDivLoss.py,0.128,0.0843,0.0284,0.382,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_cudagraphs.json
